,title,keyword
26,"셀트리온, 3Q 호실적…신제품 판매 실적이 관건-KTB",셀트리온
27,"셀트리온, 日 다케다 아·태사업 인수 '순항'",셀트리온
28,"[속보] 셀트리온, 3·4분기 매출 5,488억원...영업이익 2,453억원",셀트리온
29,"셀트리온, 3분기 매출 5488억…전년비 89% 늘어",셀트리온
30,"셀트리온, 싱가포르 종속회사 유상증자 3200억 규모에 전액 참여",셀트리온
31,"셀트리온 목표주가 상향, “코로나19 치료제와 진단키트 시너지 기대”",셀트리온
32,"셀트리온 ""코로나19 항체치료제 임상 1상서 효과 확인""",셀트리온
33,[속보] 셀트리온 항체치료제 임상 51명 등록···국내는 10명,셀트리온
34,셀트리온 3Q 영업익 2453억원…전년比 138% 증가(1보),셀트리온
35,"“셀트리온, 코로나 치료제 개발 기대감 주가에 반영될 것”- 유진투자증권",셀트리온
36,셀트리온 3분기 영업이익 2453억…작년 동기比 137.79%↑,셀트리온
37,제약시장 순위 '지각 변동'…전통 강호 유한양행·녹십자 밀려나고 신흥 강자...,셀트리온
38,"셀트리온, 美류마티스학회서 `휴미라` 바이오시밀러 임상 결과 발표",셀트리온
39,"셀트리온, 3분기 실적 발표…매출 5488억원·영업이익 2453억원",셀트리온
40,"셀트리온3사 SK바이오팜 주가 상승, 삼성바이오로직스는 하락",셀트리온
41,"셀트리온, 4분기 영업이익 2260억원 전망",셀트리온
42,"[빅데이터MSI]시장심리 톱5, 셀트리온·현대로템·카카오·SPC삼립·KB금융",셀트리온
43,"셀트리온, ""코로나19 치료제 1상, 증상 회복 시간 44% 단축""",셀트리온
44,"셀트리온, 자가면역질환 치료제 '휴미라' 복제약 임상 1·3상 주요 결과 발표",셀트리온
45,"셀트리온, 3분기 영업익 2천453억원·137.8%↑…예상치 상회",셀트리온
46,"셀트리온, 미국류마티스학회서 'CT-P17' 임상 결과 발표",셀트리온
47,"셀트리온 ""코로나19 항체치료제, 임상 1상서 회복기간 44% 단축""",셀트리온
48,"셀트리온, 미국류마티스학회서 'CT-P17' 임상 결과 발표",셀트리온
49,"[장 마감 후 공시] 셀트리온 싱가포르 종속회사, 3200억 규모 유상증자 결정外",셀트리온
50,서정진 셀트리온 회장 '최우수 기업가상 마스터상',셀트리온
51,"셀트리온, 3분기 영업익 2453억…전년비 137.8%↑",셀트리온
52,"[공시] 셀트리온, 3·4분기 영업익 2452억원...전년동기比 137.79% 증가",셀트리온
53,"셀트리온 ""코로나 항체치료제 초기 치료효과 확인""",셀트리온
54,"제약바이오 1위 굳힌 셀트리온, 4분기도 성장 이어갈까",셀트리온
55,"이베스트투자증권 ""셀트리온헬스케어, 미국 트룩시마 매출 기여""",셀트리온
56,"셀트리온 ""CT-P59, 초기 치료효과 확인"" 학회 발표",셀트리온
57,"셀트리온 “코로나19 치료제, 경증환자 임상에서 효과 확인”",셀트리온
58,"셀트리온, 코로나 항체치료제 'CT-P59' 경증환자 1상 결과… ""초기 치료효과 ...",셀트리온
59,"셀트리온, 1%대 상승…""코로나19 치료제, 초기 치료효과 있어""",셀트리온
60,"“10년 만에 라이징 스타에서 마스터로”… 서정진 셀트리온 회장, ‘EY 최우...",셀트리온
61,"[공시]셀트리온, 셀트리온아시아퍼시픽 주식 3189억원 취득",셀트리온
62,"서정진 셀트리온그룹 회장, EY 최우수 기업가상 마스터상 받아",셀트리온
63,"정부 ""셀트리온·녹십자, 코로나 치료제 임상대상자 6%·16% 모집... 연내 가...",셀트리온
64,"서정진 셀트리온그룹 회장, EY 최우수 기업가상 마스터상 수상",셀트리온
65,"셀트리온 ""코로나 치료제, 회복시간 단축·바이러스 감소""",셀트리온
66,"서정진 셀트리온 회장, 'EY 최우수 기업가상' 수상",셀트리온
67,"""셀트리온, 3분기 어닝서프라이즈 시현""-신한금투",셀트리온
68,"[공시]셀트리온, 3분기 영업이익 2453억원… 전년比 137.79%↑",셀트리온
69,"셀트리온, 3분기 영업이익 2453억…셀트리온헬스케어 ""유럽 시장에서 램시마 ...",셀트리온
70,EY 최우수 기업가상 마스터상에 서정진 셀트리온그룹 회장,셀트리온
71,"서정진 셀트리온 회장, 'EY 최우수 기업가상 마스터상' 수상",셀트리온
72,"셀트리온, '코로나19 항체' 1상 “회복기간 44% 단축”",셀트리온
73,"""셀트리온, 3분기 고실적…램시마SC 기대감 경계 필요""",셀트리온
74,"셀트리온, 학회서 ""코로나19 치료제 임상서 경증환자 치료효과 확인"" 발표",셀트리온
75,"셀트리온, 코로나19 항체 치료제 임상 1상 '초기 치료효과 확인'",셀트리온
76,"셀트리온 ""코로나 치료제, 경증 환자에게 효과""",셀트리온
77,"셀트리온 ""코로나19 항체치료제, 임상 1상서 회복기간 44% 단축""",셀트리온
78,"[오늘의 공시요약] 셀트리온, 3Q 영업이익 2453억원…전년동기 대비 137.8%↑...",셀트리온
79,"셀트리온, 코로나19 항체 치료제 'CT-P59' 초기 치료 효과 확인",셀트리온
80,태영·셀트리온 지주회사 설립으로 대기업집단 회사 24곳 늘어,셀트리온
81,"[속보] ""셀트리온 항체치료제 임상참여자, 300명 중 52명""",셀트리온
82,"셀트리온·GC녹십자, 코로나19 치료제 연내 개발",셀트리온
83,"셀트리온 2,100억 규모 '코로나 진단키트' 美 공급",셀트리온
84,서정진 셀트리온그룹 회장 ‘EY 최우수 기업가상’ 수상,셀트리온
85,"셀트리온, 미국류마티스학회(ACR)서 CT-P17 임상 결과 발표...""차별화된 경쟁...",셀트리온
86,코로나 진단키트 수출 신기록 쓴 셀트리온,셀트리온
87,"셀트리온, 코로나19 항체 치료제 경증환자 임상 1상 결과 ""초기 치료효과 확인...",셀트리온
88,"셀트리온, 美 전역에 코로나19 진단키트 공급…2100억 규모 계약 체결",셀트리온
89,셀트리온과 삼성바이오로직스에…순위 뒤바뀐 제약 ‘빅5’,셀트리온
90,셀트리온 “코로나19 항체 치료제 경증환자 1상서 초기 치료효과 확인”,셀트리온
91,"[금일 제약업계 주요기사] 셀트리온 “‘CT-P17’ 효능·안전성, 오리지널과 ...",셀트리온
92,"셀트리온, 코로나19 항체치료제의 초기 경증환자 치료효과 확인",셀트리온
93,"셀트리온 코로나 치료제, 임상 1상서 효과 일부 확인",셀트리온
94,서정진 셀트리온그룹 회장 ‘EY 최우수 기업가상’ 수상,셀트리온
95,"셀트리온, 코로나19 항체치료제 'CT-P59' 안전성·효과 확인",셀트리온
96,셀트리온그룹 서정진 회장 'EY 최우수 기업가상' 수상,셀트리온
97,"셀트리온, 美류마티스학회서 휴미라 바이오시밀러 임상 결과 발표",셀트리온
98,"셀트리온, 학회서 코로나19 항체 치료제 CT-P59 경증환자 임상 1상 결과 ""초기...",셀트리온
99,"셀트리온그룹 서정진 회장, ‘EY 최우수 기업가상’ 수상",셀트리온
100,"셀트리온, 3분기 영업익 2,453억…분기 최대 실적",셀트리온
101,"셀트리온3사 삼성바이오로직스 주가 모두 하락, SK바이오팜은 상승",셀트리온
102,"'어닝서프라이즈' 셀트리온, 3Q 영업익 2453억",셀트리온
103,"셀트리온, 셀트리온 아시아 퍼시픽 주식 3189억원 취득",셀트리온
104,"[TF특징주] 바이오 왕자 굳힌 셀트리온, 이 와중에 주가는 하락",셀트리온
105,"셀트리온, 3분기 사상 최대 실적…제약·바이오 '연매출 1위' 눈앞에",셀트리온
106,"셀트리온, 美학회서 'CT-P17' 임상 결과 발표",셀트리온
107,셀트리온 '사상 최대' 분기 실적…업계 1위 공고히,셀트리온
108,"셀트리온, 3Q 영업익 2,453억원…전년 동기 比 137.8%↑",셀트리온
109,"셀트리온 3Q, 분기 사상 최대 매출액·영업이익 기록",셀트리온
110,"셀트리온, 3분기 사상 최대 실적…제약·바이오 '연매출 1위' 눈앞에",셀트리온
111,셀트리온 '사상 최대' 분기 실적…업계 1위 공고히,셀트리온
112,"셀트리온, 3Q 영업익 2,453억원…전년 동기 比 137.8%↑",셀트리온
113,"셀트리온, 3Q '분기 사상 최대' 매출·영업이익…영업이익률 45%",셀트리온
114,"셀트리온 3Q, 분기 사상 최대 매출액·영업이익 기록",셀트리온
115,"""분기 최대 실적"" 셀트리온, 3분기 매출 5,488억, 영업이익 2,453억 달성",셀트리온
116,"셀트리온 ""휴미라 복제약, 임상 1·3상서 안전성 확인""",셀트리온
117,"셀트리온, 코로나19 항체치료제 임상 1상 ""치료효과 확인""",셀트리온
118,"셀트리온, 미국류마티스학회서 CT-P17 임상 결과 발표",셀트리온
119,"셀트리온, 3Q 호실적…신제품 판매 실적이 관건-KTB",셀트리온
120,"셀트리온, 코로나19 항체치료제 임상 1상 ""치료효과 확인""",셀트리온
121,"셀트리온, 3Q 호실적…신제품 판매 실적이 관건-KTB",셀트리온
122,"셀트리온, 미국류마티스학회서 CT-P17 임상 결과 발표",셀트리온
123,"셀트리온, 3Q 매출 5488억, 영업익 2453억..”분기 최대”",셀트리온
124,"셀트리온, 日 다케다 아·태사업 인수 '순항'",셀트리온
125,"셀트리온, 3Q 실적 분기 최대 기록...코로나19 치료제 연구 순항 中",셀트리온
126,"'어닝 서프라이즈' 셀트리온, 3분기 영업이익 2453억원…전년比 137.8% ↑",셀트리온
127,"[속보] 셀트리온, 3·4분기 매출 5,488억원...영업이익 2,453억원",셀트리온
128,"셀트리온, 3분기 매출 5488억…전년비 89% 늘어",셀트리온
129,"셀트리온, 싱가포르 종속회사 유상증자 3200억 규모에 전액 참여",셀트리온
130,"셀트리온, 3분기 매출 5488억…전년비 89% 늘어",셀트리온
131,"셀트리온, 미국류마티스학회(ACR)서 CT-P17 임상 결과 발표",셀트리온
132,"셀트리온, 싱가포르 종속회사 유상증자 3200억 규모에 전액 참여",셀트리온
133,"셀트리온, 3분기 사상 최대 실적… 업계 1위 굳히나",셀트리온
134,"셀트리온, 3분기 영업익 2천453억원…창사 이래 최대(종합)",셀트리온
135,"""셀트리온, 생산 효율 개선...투자의견 매수""–유안타증권",셀트리온
136,"셀트리온, '사상 최대' 분기 실적…글로벌 바이오의약품 확대 통했다",셀트리온
137,"셀트리온, 코로나19 항체 치료제 경증환자에 효과 확인",셀트리온
138,"셀트리온, ACR서 CT-P17 임상1상·3상 주요 결과 발표",셀트리온
139,"셀트리온 목표주가 상향, “코로나19 치료제와 진단키트 시너지 기대”",셀트리온
140,"셀트리온 코로나19 치료제, 임상 1상서 유효성·안전성 확인",셀트리온
141,"셀트리온, ACR서 CT-P17 임상1상·3상 주요 결과 발표",셀트리온
142,"셀트리온 목표주가 상향, “코로나19 치료제와 진단키트 시너지 기대”",셀트리온
143,"셀트리온, 3분기 실적 시장 기대치 상회...투자의견 '매수' [한화투자증권]",셀트리온
144,"셀트리온 ""코로나19 항체 치료제, 초기 치료효과 확인""",셀트리온
145,"셀트리온, 미국류마티스학회서 'CT-P17' 임상 결과 발표",셀트리온
146,"셀트리온 ""코로나19 항체치료제 임상 1상서 효과 확인""",셀트리온
147,"셀트리온, 3분기 실적 역대 최대…업계 1위로 '우뚝'",셀트리온
148,"[클릭 e종목]""셀트리온, 램시마SC 증가로 실적 기대치 상회""",셀트리온
149,[속보] 셀트리온 항체치료제 임상 51명 등록···국내는 10명,셀트리온
150,"[클릭 e종목]""셀트리온, 램시마SC 증가로 실적 기대치 상회""",셀트리온
151,"셀트리온, 미국류마티스학회서 CT-P17 임상 결과 발표",셀트리온
152,"셀트리온 ""코로나19 항체치료제, 경증환자 초기 치료효과 확인""",셀트리온
153,"셀트리온, 미국류마티스학회(ACR)서 CT-P17 임상 결과 발표",셀트리온
154,[속보] 셀트리온 항체치료제 임상 51명 등록···국내는 10명,셀트리온
155,"셀트리온, 3분기 매출 5488억원 · 영업이익 2453억원 달성",셀트리온
156,"[더벨]셀트리온, 다케다 아·태 사업 인수에 3200억 쏜다",셀트리온
157,"셀트리온, 올 3분기 매출 5488억원 기록...전년 동기 대비 89.9% 성장",셀트리온
158,"셀트리온,복제약ㆍ위탁생산으로 3분기 영업익 분기 역대 최대",셀트리온
159,"셀트리온, 분기 사상 '최대' 실적…매출액 5천488억 기록",셀트리온
160,"셀트리온,복제약ㆍ위탁생산으로 3분기 영업익 분기 역대 최대",셀트리온
161,"셀트리온 ""CT-P17, 휴미라와 효능 동등""",셀트리온
162,"셀트리온, 3분기 매출 5,488억원 ... 전년 동기 대비 89.9%상승 '사상 최대'",셀트리온
163,"셀트리온, 분기 사상 '최대' 실적…매출액 5천488억 기록",셀트리온
164,셀트리온 “코로나19 항체치료제 회복기간 절반 단축”,셀트리온
165,"셀트리온, ""CT-P17, 임상 1·3상서 오리지널과 동등성 확인""",셀트리온
166,셀트리온 3분기 영업이익 2453억…전년比 137%↑,셀트리온
167,셀트리온 3Q 영업익 2453억원…전년比 138% 증가(1보),셀트리온
168,"셀트리온, 3분기 매출 5,488억원, 영업이익 2,453억원 달성… 전년비 각각 89...",셀트리온
169,"셀트리온 ""셀트리온 아시아 퍼시픽 주식 3천189억 원에 취득""",셀트리온
170,셀트리온 3Q 영업익 2453억원…전년比 138% 증가(1보),셀트리온
171,"셀트리온, 3분기 매출 5,488억원, 영업이익 2,453억원 달성… 전년비 각각 89...",셀트리온
172,"셀트리온 ""셀트리온 아시아 퍼시픽 주식 3천189억 원에 취득""",셀트리온
173,"“셀트리온, 코로나 치료제 개발 기대감 주가에 반영될 것”- 유진투자증권",셀트리온
174,"셀트리온, 미국 류마티스학회서 CT-P17 임상 결과 발표",셀트리온
175,"셀트리온, 싱가포르 종속회사 유상증자 3200억원 규모 참여",셀트리온
176,셀트리온 3분기 영업이익 2453억…작년 동기比 137.79%↑,셀트리온
177,"셀트리온, 3분기 매출 5천488억원, 영업이익 2천453억원…분기 사상 최대 매출...",셀트리온
178,제약시장 순위 '지각 변동'…전통 강호 유한양행·녹십자 밀려나고 신흥 강자...,셀트리온
179,"셀트리온, 3분기 매출 5,488억, 영업이익 2,453억 달성",셀트리온
180,"셀트리온, 美 류마티스학회서 CT-P17 효능·안전성 증명",셀트리온
181,제약시장 순위 '지각 변동'…전통 강호 유한양행·녹십자 밀려나고 신흥 강자...,셀트리온
182,"셀트리온, 3분기 매출 5,488억, 영업이익 2,453억 달성",셀트리온
183,"셀트리온, 3분기 실적 발표…매출 5488억원·영업이익 2453억원",셀트리온
184,"셀트리온 ""개발 중인 코로나19 치료제, 회복 시간 44% 단축 확인""",셀트리온
185,"셀트리온 코로나 항체치료제, 임상1상서 효과 확인",셀트리온
186,올해 3분기 대형제약사들 희비 엇갈려...셀트리온 매출 89%↑ 급증 동아ST 10...,셀트리온
187,"[Hot-Line] ""셀트리온, 긍정적 모멘텀 확인…주가 우상향""",셀트리온
188,"셀트리온3사 SK바이오팜 주가 상승, 삼성바이오로직스는 하락",셀트리온
189,"셀트리온, 3분기 '사상 최대' 실적 달성…매출 5488억·영업익 2453억",셀트리온
