,date,close,volume,keyword
61,2020-07-30,258000,110774,한미약품
62,2020-07-29,263500,236540,한미약품
63,2020-07-28,284500,1627889,한미약품
64,2020-07-27,247000,38484,한미약품
65,2020-07-24,250000,89855,한미약품
66,2020-07-23,251500,99128,한미약품
67,2020-07-22,245000,40859,한미약품
68,2020-07-21,246000,62305,한미약품
69,2020-07-20,248500,42633,한미약품
70,2020-07-17,249000,58778,한미약품
71,2020-07-16,251000,141164,한미약품
72,2020-07-15,237500,42194,한미약품
73,2020-07-14,238500,40018,한미약품
74,2020-07-13,237000,43860,한미약품
75,2020-07-10,238000,48616,한미약품
76,2020-07-09,241000,84987,한미약품
77,2020-07-08,243500,45638,한미약품
78,2020-07-07,244500,45542,한미약품
79,2020-07-06,245500,45624,한미약품
80,2020-07-03,248500,30467,한미약품
81,2020-07-02,245500,46634,한미약품
82,2020-07-01,244500,28509,한미약품
83,2020-06-30,243500,46388,한미약품
84,2020-06-29,245000,69473,한미약품
85,2020-06-26,254000,45955,한미약품
86,2020-06-25,253000,48941,한미약품
87,2020-06-24,257000,46187,한미약품
88,2020-06-23,253500,62241,한미약품
89,2020-06-22,257000,47219,한미약품
90,2020-06-19,260000,59516,한미약품
91,2020-06-18,265500,79763,한미약품
92,2020-06-17,264500,95167,한미약품
93,2020-06-16,266500,115445,한미약품
94,2020-06-15,256000,281916,한미약품
95,2020-06-12,257500,85613,한미약품
96,2020-06-11,263000,118424,한미약품
97,2020-06-10,264000,54852,한미약품
98,2020-06-09,263000,82025,한미약품
99,2020-06-08,263000,133338,한미약품
100,2020-06-05,260500,197246,한미약품
101,2020-06-04,246500,62858,한미약품
102,2020-06-03,246000,103116,한미약품
103,2020-06-02,243500,71202,한미약품
104,2020-06-01,240500,73462,한미약품
105,2020-05-29,237000,58451,한미약품
106,2020-05-28,239500,60759,한미약품
107,2020-05-27,241500,38794,한미약품
108,2020-05-26,243000,37901,한미약품
109,2020-05-25,241000,37536,한미약품
110,2020-05-22,243000,45730,한미약품
111,2020-05-21,246500,66274,한미약품
112,2020-05-20,244000,51622,한미약품
113,2020-05-19,244000,74764,한미약품
114,2020-05-18,243500,73170,한미약품
115,2020-05-15,245000,126947,한미약품
116,2020-05-14,252500,354250,한미약품
117,2020-05-13,279000,69321,한미약품
118,2020-05-12,278500,91532,한미약품
119,2020-05-11,271000,60670,한미약품
120,2020-05-08,276000,154534,한미약품
121,2020-05-07,259000,26029,한미약품
122,2020-05-06,256500,28328,한미약품
123,2020-05-04,253000,42500,한미약품
124,2020-04-29,259000,45453,한미약품
125,2020-04-28,255500,42266,한미약품
126,2020-04-27,255000,27910,한미약품
127,2020-04-24,254000,33198,한미약품
128,2020-04-23,259500,36399,한미약품
129,2020-04-22,257500,40551,한미약품
130,2020-04-21,258500,65689,한미약품
131,2020-04-20,263000,38418,한미약품
132,2020-04-17,262000,45628,한미약품
133,2020-04-16,259000,36353,한미약품
134,2020-04-14,260500,45457,한미약품
135,2020-04-13,258500,35945,한미약품
136,2020-04-10,260000,36648,한미약품
137,2020-04-09,261000,58177,한미약품
138,2020-04-08,263500,44532,한미약품
139,2020-04-07,262500,59290,한미약품
140,2020-04-06,258000,42740,한미약품
141,2020-04-03,249000,42953,한미약품
142,2020-04-02,246000,52180,한미약품
143,2020-04-01,245500,61523,한미약품
144,2020-03-31,261500,75733,한미약품
145,2020-03-30,248000,41786,한미약품
146,2020-03-27,247500,82328,한미약품
147,2020-03-26,243500,64190,한미약품
148,2020-03-25,241000,65397,한미약품
149,2020-03-24,229500,62513,한미약품
150,2020-03-23,215500,51487,한미약품
151,2020-03-20,227000,73900,한미약품
152,2020-03-19,218000,82505,한미약품
153,2020-03-18,235500,54574,한미약품
154,2020-03-17,239500,53917,한미약품
155,2020-03-16,241000,52595,한미약품
156,2020-03-13,240500,97335,한미약품
157,2020-03-12,259500,81336,한미약품
158,2020-03-11,270500,44989,한미약품
159,2020-03-10,279000,46777,한미약품
160,2020-03-09,277000,35226,한미약품
161,2020-03-06,281000,44457,한미약품
162,2020-03-05,284000,68356,한미약품
163,2020-03-04,271000,34731,한미약품
164,2020-03-03,266500,50940,한미약품
165,2020-03-02,266500,31176,한미약품
166,2020-02-28,261000,69407,한미약품
167,2020-02-27,270000,53509,한미약품
168,2020-02-26,265500,35681,한미약품
169,2020-02-25,266000,45599,한미약품
170,2020-02-24,261000,64895,한미약품
171,2020-02-21,276000,41224,한미약품
172,2020-02-20,281000,41991,한미약품
173,2020-02-19,286000,37948,한미약품
174,2020-02-18,285500,44290,한미약품
175,2020-02-17,289000,41186,한미약품
176,2020-02-14,292500,36094,한미약품
177,2020-02-13,296000,41590,한미약품
178,2020-02-12,301000,22603,한미약품
179,2020-02-11,300000,31987,한미약품
180,2020-02-10,298000,71267,한미약품
181,2020-02-07,296500,44670,한미약품
182,2020-02-06,292500,40587,한미약품
183,2020-02-05,281500,37882,한미약품
184,2020-02-04,284000,32280,한미약품
185,2020-02-03,281000,43224,한미약품
186,2020-01-31,281000,41995,한미약품
187,2020-01-30,288000,43597,한미약품
188,2020-01-29,288000,43584,한미약품
189,2020-01-28,287000,47207,한미약품
190,2020-01-23,294500,46125,한미약품
191,2020-01-22,299500,44023,한미약품
192,2020-01-21,295000,30504,한미약품
193,2020-01-20,294500,31199,한미약품
194,2020-01-17,294500,25366,한미약품
195,2020-01-16,297500,28018,한미약품
196,2020-01-15,299500,22480,한미약품
197,2020-01-14,296000,34554,한미약품
198,2020-01-13,298500,40500,한미약품
199,2020-01-10,292500,36756,한미약품
200,2020-01-09,288000,28683,한미약품
201,2020-01-08,286000,52199,한미약품
202,2020-01-07,292000,22012,한미약품
203,2020-01-06,290000,30086,한미약품
204,2020-01-03,296500,30873,한미약품
205,2020-01-02,293500,30812,한미약품
